Trash Pollution,Oil Concentration,Bacteria Level,Algae Concentration,Humidity,Wind Direction,Air Temperature
Medium,3.74,339,3.46,38,324,11
Medium,1.23,189,0.85,60,35,-1
,3.31,8,6.68,96,216,21
Medium,0.54,154,7.47,88,82,38
Medium,1.55,78,9.08,45,162,2
Low,1.41,51,4.54,56,147,11
Medium,0.13,53,2.15,35,97,-8
Medium,1.24,100,1.48,38,157,25
Medium,0.65,73,0.61,38,56,23
Low,1,349,11.06,72,191,37
Low,1.77,189,6.56,91,140,3
Medium,3.22,370,6.67,78,203,30
Low,3.44,313,11.08,77,257,23
Medium,1.1,134,0.24,38,152,24
Medium,1.35,147,1.67,58,127,22
Medium,0.48,151,6.07,22,85,13
Low,0.14,168,1.57,19,153,11
High,2.82,392,14.66,92,195,20
Low,3.09,400,7.29,35,268,32
Low,0.06,186,1.4,44,200,19
Medium,1.21,316,14.61,58,188,31
Medium,1.89,313,2.56,35,85,-2
Medium,1.66,165,7.57,82,246,21
Low,0.93,68,3.4,19,198,6
High,0.78,84,1.57,26,197,2
Low,,182,4.73,30,11,2
High,2.49,349,9.34,70,348,32
High,1.53,133,10.29,58,288,29
High,0.08,83,7.81,43,150,40
High,3.48,199,5.89,37,354,33
Medium,1.49,33,7.05,41,198,16
Low,0.79,18,5.4,38,154,8
High,0.3,312,3.4,27,177,-6
Low,0.05,200,3.3,25,97,
Low,1.16,43,2.45,45,32,19
Low,3.13,312,13.94,62,263,22
Low,0.16,66,6.12,15,116,16
Low,0.84,130,0.85,48,316,-9
Medium,2.05,18,5.03,78,152,26
Low,1.88,157,14.32,29,248,34
Low,2.16,397,6.91,52,256,0
Medium,1.31,240,14.24,,32,26
High,1.73,179,10.33,83,92,25
High,0.7,3,5.48,25,101,15
High,0.94,367,9.36,50,,20
Low,2.44,199,2.98,99,64,3
Low,1.02,379,7.17,76,323,20
Medium,3.1,107,3.07,59,55,-9
High,2.93,195,5.18,66,301,20
Low,0.21,88,1.87,57,16,12
Medium,1.66,382,11.4,67,254,29
Low,1.6,96,0.04,57,212,12
Medium,0.48,114,4.63,48,,34
Medium,0.74,77,6.02,49,,1
High,3.78,327,3.19,72,316,33
Medium,1.59,232,4.83,68,308,31
Medium,0.96,9,7.16,91,68,22
Medium,1.99,190,3.44,22,43,7
Medium,1.21,85,1.13,39,61,10
Medium,2.69,38,13.53,20,39,-1
Medium,1.1,191,6.13,37,52,13
High,1.73,251,13.35,65,52,34
Low,1.76,178,13.45,78,190,38
Low,3.5,161,14.49,71,224,34
Medium,1.81,387,13.29,48,256,13
Low,2,173,12.13,49,173,4
High,,96,2.53,,36,11
Medium,1.91,164,0.46,73,25,12
High,1.98,197,4.9,48,105,0
Medium,0.2,133,3.97,20,298,20
Medium,2.78,129,3.29,31,213,15
Medium,0.37,183,6.85,69,50,23
High,1.68,327,13.39,68,327,20
Medium,1.51,182,4.72,97,202,32
High,1.49,189,13.67,61,346,27
Medium,2.65,184,14.23,86,358,22
Medium,0.88,87,1.9,18,190,11
High,0.45,9,1.84,57,21,10
High,1.42,98,2.09,57,115,1
Low,1.05,61,2.13,49,147,7
Low,2.42,299,14.03,61,355,39
Low,1.41,32,1.37,60,11,6
Medium,0.4,56,3.46,56,179,17
Low,1.36,179,5.17,15,91,22
Low,0.8,4,1.42,89,126,20
Medium,0.53,117,4.76,60,83,6
Low,0.47,211,12,93,206,23
Low,1.19,17,2.98,27,217,-3
Medium,1.22,11,0.09,30,55,21
High,0.53,113,2.82,31,63,16
Medium,1.26,124,6.48,42,1,-9
,2.83,196,2.95,33,,10
Medium,,341,2.51,31,199,38
High,0.39,152,6.97,54,120,6
Medium,0.23,84,1.49,56,71,9
Medium,3.38,244,4.91,94,201,29
Low,1.46,138,2.3,60,283,0
Medium,3.56,76,2.28,23,185,15
Medium,1.66,165,3.85,40,171,15
Low,0.21,139,5.73,28,239,-4
Low,1.77,67,4.95,48,115,18
Low,1.33,329,5.1,96,312,24
High,0.96,215,10.24,62,287,26
Medium,0.42,167,5.85,15,131,9
,2.65,228,10.37,70,308,30
Medium,1.99,229,4.75,99,223,24
Medium,2.58,132,1.66,49,126,8
Low,3.43,396,7.18,65,338,26
Medium,0.14,117,2.88,52,34,14
High,0.98,106,5.18,28,261,22
High,3.13,237,8.36,22,224,31
,1.99,305,8.49,67,326,
Low,2.41,263,12.97,28,322,33
Medium,0.11,390,7.02,23,84,2
Low,1.77,182,0.35,53,58,22
High,,183,1.41,80,359,25
High,2.38,187,10.39,96,285,26
Low,0.96,149,3.83,33,41,14
High,1.78,321,5.95,31,201,-4
Low,2.36,21,4.12,33,58,20
Low,1.58,111,0.08,31,0,-9
High,2.45,238,3.12,19,173,0
High,1.46,270,10.2,70,358,27
Low,1.79,350,10.92,52,199,23
High,1.91,81,2.95,47,102,9
Medium,0.22,188,7.17,21,17,10
Medium,1.33,181,7.88,30,249,24
Low,1.52,131,4.26,17,85,10
Low,0.91,190,1.53,20,160,18
Medium,0.23,181,2.3,25,75,1
Low,0.58,192,3.6,47,103,-6
Medium,2.94,392,10.86,86,306,35
Medium,0.88,228,4.05,60,25,24
Medium,0.87,393,9.9,90,289,25
Medium,1.76,179,3.15,47,180,10
Medium,3.32,203,0.82,24,126,12
Medium,0.44,120,4.92,51,39,-9
Medium,1.67,18,1.33,16,,22
Low,3.13,67,5.9,29,93,23
Medium,3.27,327,6.85,80,339,39
Medium,0.3,80,7.44,22,176,12
High,0.1,7,4.37,85,182,-7
Low,2.8,184,0.17,47,55,21
High,2.43,178,13.97,52,192,40
High,3.53,385,6.95,79,282,30
Low,1.36,195,2,29,42,25
Low,2.57,328,4.27,84,280,30
Medium,1.71,195,2.62,41,212,35
Low,0.41,86,6.82,47,92,7
Medium,0.39,163,7.19,24,215,5
Low,1.24,67,1.58,19,154,0
Low,0.21,76,2.17,34,15,3
Medium,0.76,56,2.98,48,73,-7
Low,1.47,200,7.65,73,209,39
Low,2.15,154,4.27,19,360,38
High,3.37,316,10.2,71,130,25
Medium,1.87,142,6.53,89,275,23
Medium,0.29,24,6.58,27,159,2
High,0.33,25,4.58,60,121,16
Low,2.21,7,4.55,,5,-3
Low,1.18,141,0.78,56,25,4
Low,1.68,341,5.16,31,27,20
Medium,1.06,379,4.36,,,26
Medium,0.72,154,5.64,20,190,-3
Low,1.68,331,4.34,45,186,0
Medium,1.72,31,7.11,58,193,23
Medium,3.69,200,5.57,90,240,10
Low,1.33,273,5.43,54,,10
Low,3.11,319,7.68,39,201,20
High,1.78,202,13.32,66,346,28
High,0.51,57,10.74,56,74,5
High,1.84,279,13.11,57,151,26
Medium,1.32,377,4.73,97,312,24
Medium,0.55,33,6.24,77,206,23
Low,1.33,200,3.23,53,,23
Low,1.76,126,7.27,89,137,22
Medium,2.74,103,1.82,53,10,4
,3.3,159,4,55,309,25
Medium,2.27,318,7.52,90,203,26
Medium,2.18,264,9.51,65,280,27
High,2.62,182,8.49,,323,34
High,2.93,319,9.2,51,358,35
Low,1.65,190,7.28,32,256,25
Medium,1.22,81,0.07,20,194,1
Low,1.81,251,6.61,47,29,5
High,,174,1.44,24,129,15
High,2.81,117,9.01,59,329,34
High,1.8,212,10.38,83,275,37
Medium,3.99,306,13.9,87,192,37
Low,3.51,31,11.2,26,121,20
Medium,3.48,198,2.07,54,347,30
Low,0.76,22,14.93,16,144,-7
Medium,0.62,83,2.07,30,114,5
Medium,2.01,309,8.04,69,351,34
Low,1.13,195,5.27,18,57,9
Low,1.62,78,6.32,30,,24
Low,0.34,101,1.23,20,168,18
Medium,1.26,298,6.77,42,331,-3
Low,3.49,196,1.97,31,259,
Low,1.39,155,2.99,51,93,0
Medium,0.55,157,11.36,60,350,25
Medium,2.79,384,4.55,,184,29
Medium,0.8,59,3.7,36,49,19
Medium,1.27,290,13.69,76,332,38
Low,0.52,49,5.71,46,12,22
Low,0.15,285,0.49,48,194,9
Medium,1.52,334,0.7,89,96,-10
High,1.74,163,8.92,54,288,28
Low,0.76,374,1.62,60,168,2
Low,1.41,92,5.27,53,181,12
Low,2.22,144,4.57,87,232,23
Medium,2.4,382,14.62,88,256,25
Low,1.84,60,3.93,22,170,25
High,2.81,372,6.47,76,285,29
Low,2.64,192,6.52,93,162,14
Medium,1.32,14,3.58,21,12,25
High,1.48,311,5.69,70,357,24
Medium,1.18,55,2.6,57,28,2
Medium,1.59,77,6.2,20,20,23
Medium,1.27,316,5,61,350,14
,1.34,190,6.45,54,28,0
Low,1.24,190,5.66,52,142,-7
Low,1.55,316,8.65,52,308,29
Low,0.64,369,2.85,59,41,5
Medium,1.83,278,13.17,22,191,31
Medium,1.33,272,12.24,88,50,40
Medium,2.66,255,6.64,72,277,29
Low,0.44,235,6.95,40,111,17
Medium,2.98,181,10.97,74,287,34
Low,3.92,341,1.18,29,41,-10
Medium,2.34,328,8.95,65,272,25
Medium,1.63,359,6.9,52,294,24
Low,1.87,181,3.95,64,255,34
Low,3.35,241,3.48,,148,5
High,1.35,78,1.16,24,302,-1
Medium,,343,7.32,76,311,26
Medium,1.03,9,5.42,52,195,35
Low,0.94,121,1.4,,179,
,1.62,236,5.62,90,293,-1
High,3.01,235,6.53,89,314,24
High,1.19,147,5.1,27,124,23
Low,1.44,356,7.25,40,148,22
Low,0.56,92,0.5,42,51,-5
Medium,2.31,161,4.98,78,215,39
Medium,3.9,68,0.26,29,176,13
Low,0.54,105,2.55,50,119,8
High,2.51,273,3.46,81,188,30
Low,1.89,147,2.87,24,124,-8
,0.28,167,4.34,38,101,16
Low,1.33,78,4.78,22,137,6
Medium,1.97,168,11.36,92,343,21
Medium,1.63,138,3.23,32,15,-2
Medium,3.66,312,12.02,86,244,32
Medium,2.58,316,8.2,67,212,35
High,0.69,22,0.7,33,7,21
Low,0.8,123,3.82,19,98,4
Medium,3,250,10.81,66,303,20
High,3.04,365,8.78,71,265,14
Medium,1.24,201,8.74,54,302,25
Medium,0.62,56,3.84,37,122,12
Low,0.63,165,11.68,44,12,16
Medium,2.14,200,9.85,57,302,16
High,2.78,281,11.22,54,290,30
High,2.8,344,7.12,59,352,39
,2.9,178,12.91,73,189,23
High,1.03,81,4.58,21,44,-2
Medium,1.27,306,5.26,90,261,25
High,1.45,182,6.52,88,340,40
Medium,3.62,205,8.85,42,,32
High,3.47,383,5.08,50,247,20
Medium,3.26,213,6.38,54,265,27
Medium,1.52,167,11.49,50,71,-3
,2.46,313,7.26,63,323,29
High,0.56,345,7.92,23,239,40
Medium,1.64,93,5.54,17,31,14
Medium,2.67,239,1.79,89,328,29
Low,1.64,99,4.91,57,200,19
Medium,0.8,99,14.42,57,41,7
Low,1.19,87,7.13,89,157,24
Medium,0.48,200,3.82,37,265,25
High,1.23,124,8.98,68,336,23
High,,198,6.69,39,95,25
High,1.33,77,5.89,54,,-10
Medium,0.9,303,3.66,42,269,20
High,3.45,353,8.4,78,319,30
High,1.65,160,11.85,77,231,25
Medium,3.37,70,1.49,80,303,39
Low,1.47,358,13.96,57,318,34
Low,3.42,193,3.78,61,36,29
Medium,1.89,166,8.08,21,35,16
Medium,1.18,35,4.62,92,320,-10
Medium,2.42,284,12.45,43,227,39
High,3,194,8.04,72,345,22
Medium,3.39,372,14.43,73,299,40
Low,2.64,275,13.84,75,317,29
High,0.88,349,4.44,56,239,35
Low,1.3,251,7.24,52,343,27
Low,1.6,130,6.1,16,17,4
High,1.73,187,9.14,26,256,33
Medium,0.7,175,5.54,46,86,-4
Medium,2.35,170,14.84,96,266,32
Low,,190,0.13,51,2,2
Low,1.49,194,14.92,84,258,21
Medium,0.56,181,4.63,44,190,20
Low,0.05,4,4.23,43,65,0
High,2.44,379,7.16,52,208,37
Medium,0.19,45,5.25,92,192,-6
Medium,2.18,88,6.73,84,202,30
Medium,0.77,53,6,66,180,-9
Medium,3.6,275,5.32,67,346,35
Low,2.57,175,8.23,53,340,36
Medium,1.81,98,3.56,74,138,16
Medium,,10,13.81,30,199,5
Medium,0.11,190,1.67,60,92,17
Medium,2.16,166,6.67,58,333,22
High,3.04,199,9.17,92,201,30
Low,1.78,176,5.41,22,32,20
Medium,3.46,267,7.13,50,136,-2
Low,1.28,51,5.8,86,106,-5
Medium,0.24,149,2.85,54,39,-2
Low,3.56,159,7.16,47,151,4
Medium,,315,7.91,69,225,22
Medium,0.95,33,1.94,58,32,20
Medium,2.36,279,4.72,46,,13
Medium,2.12,45,0.08,23,63,10
Medium,2.79,216,4.45,75,268,23
Low,1.76,101,8.73,50,1,24
Medium,0.54,142,5.51,28,32,17
High,2.87,58,12.57,71,280,37
,0.24,28,7.99,56,75,6
High,2.35,384,6.54,51,356,38
Medium,1.2,96,6.54,27,28,3
Medium,1.3,302,9.38,82,264,35
Medium,0.98,89,6.44,35,112,9
Medium,3.24,384,7.02,53,224,36
Low,1.97,338,2.35,22,142,15
High,3.2,184,13.94,84,235,29
Medium,1.82,196,1.97,,161,-10
Low,3.4,308,5.73,92,73,20
Medium,0.07,123,12.64,83,307,38
Medium,1.25,213,6.58,70,220,28
Low,1.98,385,4.91,33,113,-6
High,2.25,179,13.02,50,271,29
Low,0.13,181,8.93,26,88,20
High,0.68,162,6,61,65,12
Medium,2.59,316,12.83,99,275,32
Medium,3.28,36,0.7,48,141,23
Medium,2.06,156,12.65,90,150,32
Low,1.7,74,5.83,59,328,40
Low,1.67,52,5.61,58,10,15
Medium,2.47,63,7.6,47,352,-1
Low,3.09,183,1.31,16,316,1
Low,2.88,193,9.21,84,,33
High,3.67,232,8.53,65,184,39
Medium,1.6,152,4.7,23,166,20
Medium,2.63,355,8.82,86,210,32
High,0.84,167,0.28,50,97,12
High,1.14,152,14,86,223,26
Medium,0.22,122,2.13,41,122,27
High,1.97,252,14.89,46,206,35
Low,1.45,200,7.87,47,41,14
Medium,1.42,192,7.08,56,145,40
High,0.95,379,10.69,60,340,20
Low,1.48,282,4.69,82,251,32
Low,2.68,95,5.4,15,334,33
Medium,0.83,110,6.34,50,123,-3
Medium,2.2,190,5.78,56,216,38
Medium,1.24,130,2.51,47,195,-2
Medium,0.15,153,5.08,20,102,-2
High,3.02,251,13.58,94,357,
High,0.43,377,4.8,61,315,29
Low,1.47,4,5.2,51,145,13
Low,0.3,384,2.23,26,165,-6
Medium,2.57,261,11.04,69,340,31
High,0.74,354,7.37,59,65,1
High,3.58,314,10.93,63,253,25
Medium,1.02,13,6.85,14,71,13
Medium,0.94,132,2.15,94,163,-6
High,2.09,99,0.17,24,54,-9
,1.06,162,6.65,56,230,12
Medium,3.3,32,0.07,98,,38
Low,0.99,331,2.98,29,183,38
Low,1.32,25,10.01,40,303,4
Medium,0.41,293,6.36,30,12,9
Low,0.45,81,3.56,60,161,-6
Medium,1.55,216,8.38,80,279,33
Medium,0.76,27,2.42,19,315,21
Medium,1.08,182,2.24,58,33,1
High,3.56,305,13.65,53,293,31
Low,2.84,200,1.63,53,,35
Medium,1.65,280,3.42,73,174,6
High,1.63,107,1.57,57,158,4
Low,3.45,173,11.98,51,,25
High,0.22,38,4,25,185,-4
Medium,1.68,141,3.25,21,79,3
Low,2.17,308,14.6,64,184,22
Medium,1.2,266,5.14,84,267,
High,0,327,0.41,91,265,22
High,1.54,391,3.61,51,87,-5
Medium,1.52,127,0.62,60,48,-6
Medium,1.26,389,11.04,86,320,25
Low,2.59,271,14.85,57,182,18
Medium,1.72,217,12.08,72,116,22
Low,1.62,177,2.59,59,45,18
,3.65,330,5.56,,234,22
Medium,1.21,165,4.62,34,38,31
Low,3.64,197,5.61,69,196,39
High,1.71,155,6.26,48,22,3
Medium,1.8,74,14.33,20,80,25
Medium,3.11,298,11.28,91,274,34
,0.25,62,2.62,63,36,-2
Low,3.49,43,4.07,42,193,0
High,1.51,91,3.65,55,68,17
Low,2.96,262,11.99,25,189,39
Medium,2.32,218,12.68,88,302,37
High,3.29,321,8.23,63,321,25
Medium,1.35,11,6.01,51,88,18
High,0.09,122,2.78,58,149,9
Medium,1.37,251,9.14,56,257,20
Low,1.88,317,6.06,56,141,13
High,2.53,166,6.41,66,160,25
High,0.92,41,5.95,35,115,31
Low,2.75,159,4.14,87,301,-6
Medium,0.22,186,12.99,98,148,17
High,1.39,352,4.13,,340,-2
Medium,1.24,235,4.31,89,189,26
Low,1.81,132,5.51,,49,8
Medium,0.53,164,0.81,88,198,17
Low,1.51,198,6.12,25,144,4
Medium,0.65,31,3.8,15,19,-2
High,2.76,348,9.07,67,209,40
Medium,1.3,316,2.9,54,111,-3
Medium,1.31,284,4.57,43,65,-10
Medium,0.56,373,2,52,94,18
Medium,3,254,6.68,70,54,30
Medium,3.63,320,6.08,61,302,30
Medium,1.92,196,4.89,20,141,-3
Medium,0.81,46,14,59,73,6
High,2.41,279,7.38,91,190,35
High,1.75,93,3.57,77,54,27
Medium,3.59,347,6.64,52,345,27
Low,2.73,285,8.08,52,223,35
Medium,1.87,65,4.54,18,72,12
Low,1.45,148,0.72,20,103,-5
Medium,2.59,228,13.29,55,159,33
High,1.05,170,13.1,59,314,28
,2.17,229,8.3,76,254,33
Low,0.18,151,7.41,93,118,-8
Medium,2.48,356,8.23,52,268,35
Low,3.58,147,1.42,25,142,40
,3.16,100,0.08,58,74,20
Medium,0.3,114,5.3,43,11,26
High,2.91,339,13.84,100,203,20
Medium,1.74,196,0.86,72,182,28
Low,0.68,164,5.55,33,144,20
Medium,3.04,265,5.67,55,341,33
High,2.63,16,5.8,98,265,-2
Medium,1.73,207,6.72,51,58,-2
Medium,1.12,18,0.65,58,87,5
Medium,1.93,7,9.62,65,249,-9
Low,1.31,103,2.31,58,53,-7
Medium,0.45,199,5,44,165,18
Medium,1.85,129,7.18,70,277,38
High,3.88,137,0.15,47,78,37
Medium,1.8,3,7.58,62,344,40
High,2.93,300,12.23,97,245,33
High,3.06,355,14.26,56,97,11
High,1.66,262,3.69,54,193,25
Medium,1.57,159,5.66,26,321,24
High,0.12,172,2.31,37,12,-10
Medium,2.4,316,11.91,60,180,30
Medium,1.91,161,13.51,60,309,30
,1.24,23,0.3,61,124,12
,2.38,85,0.33,42,161,1
High,3.49,396,9.76,92,202,20
Medium,1.72,225,8.87,52,191,12
Low,2.96,262,13.85,62,304,31
Medium,,203,7.26,43,99,23
Medium,3.51,171,10.89,39,292,23
Low,1.03,190,5.84,17,81,12
High,1.53,178,4.81,66,248,28
Medium,1.57,182,10.98,53,266,20
Low,0.55,199,0.05,42,58,5
,,115,3.76,93,322,38
Medium,1.77,307,5.13,49,99,-5
Medium,2.44,234,9.59,48,195,25
Medium,1.11,23,0.43,28,65,-2
Medium,1.93,84,4.22,68,263,19
Medium,3.71,185,8.17,83,114,22
Low,,207,2.69,39,153,13
Medium,0.1,56,4,17,159,23
Medium,2.47,167,6.82,80,194,22
Medium,1.75,146,2.94,58,173,-7
Medium,2.82,387,14.72,59,295,38
High,3.7,86,1.53,42,169,12
Medium,0.08,366,1.52,88,319,36
High,1.51,241,11.96,58,221,32
,2.77,178,12.52,88,211,
Medium,0.78,146,0.05,,160,-3
Medium,1.89,196,8.6,81,306,27
Low,2.33,299,11.13,67,,22
High,1.27,319,14.81,73,288,38
High,1.48,189,6.78,96,352,33
High,0.89,153,2.22,49,127,7
Medium,3.01,105,4.71,20,182,13
High,0.76,19,8.29,98,207,24
Medium,2.3,381,10.17,97,221,26
,1.37,205,4.57,30,265,8
Medium,1.12,183,8.24,53,224,25
High,,71,11.48,65,211,20
Low,0.25,181,5.94,48,55,-2
High,2,73,1.3,48,163,6
High,3.66,397,12.94,68,343,22
Low,1.77,51,5.18,60,184,7
Medium,0.22,174,3.11,58,20,18
Low,1.26,84,3.41,54,160,25
Low,1.02,63,0.14,99,153,-7
Low,1.6,113,0.92,51,9,17
Low,2.67,243,12.31,87,219,26
Low,1.35,368,4.02,,93,40
Medium,3.74,211,14.56,73,261,21
Medium,3.58,26,6.59,48,233,21
Low,1.3,180,5.5,47,313,10
Low,1.98,185,3.98,42,30,15
Medium,2.49,176,14.95,47,298,25
High,1.51,225,6.04,57,106,38
Low,1.35,375,6.15,57,181,28
Low,2.87,282,14.04,98,186,24
High,0.65,249,6.92,27,114,-4
Medium,3.19,284,13.11,92,238,22
Medium,2.73,85,1.97,62,215,33
High,0.76,59,3.88,52,,15
Medium,0.47,45,2.2,21,140,9
High,3.68,204,8.79,85,201,20
High,3.79,343,4.76,77,327,40
High,2.55,378,4.33,58,204,24
Medium,2.62,263,14.63,92,320,23
Medium,1.61,306,10.58,83,318,22
High,1.91,45,3.79,31,239,3
Medium,0.46,45,3.56,60,124,-6
High,2.31,310,7.38,67,337,20
Low,3.12,114,10.96,71,325,39
Low,1.12,146,1.97,57,148,-3
Medium,1.81,84,4.15,,30,23
Low,0.26,15,1.23,53,140,20
High,2.28,193,2.79,56,205,34
High,1.87,85,1.05,26,256,-10
Low,0.06,237,4.05,55,311,36
Low,1.93,112,6.15,93,119,32
High,1.4,18,9.74,94,237,31
Low,1.26,147,6.43,46,134,9
High,0.93,172,13.5,16,37,1
Low,1.11,4,9.9,34,128,16
Medium,1.62,162,6,83,345,40
Medium,1.92,48,6.22,91,286,37
Medium,3.18,320,5.73,80,188,39
High,0.23,199,3.59,25,94,9
High,3.81,178,8.34,75,257,40
High,1.17,182,6.14,60,191,0
Medium,1.59,32,1.31,14,228,14
Medium,0.75,198,3.22,45,209,18
,1.32,263,3.25,50,345,30
High,1.86,40,0.83,28,43,2
Low,1.23,110,5.32,27,36,2
Medium,,297,4.22,54,254,30
Low,0.98,396,4.53,49,176,22
Medium,1.28,186,8.54,85,226,23
Medium,3.24,351,4.59,54,177,35
Medium,2.9,239,7.09,59,228,35
Medium,1.87,270,3.87,,16,2
,3.96,142,14.44,81,239,31
Medium,2,164,2.53,34,21,-9
Low,3.39,372,7.06,76,275,32
High,2.34,296,12.17,57,183,28
Medium,1.05,129,7.27,19,277,-1
Medium,0.92,183,9.03,44,31,37
Low,3.61,292,8.86,54,288,28
Medium,1.51,22,7.42,47,191,1
Medium,2.47,153,7.58,69,219,40
Medium,2.16,326,1.25,100,332,19
Medium,1.02,235,5.29,29,256,6
Low,0.41,71,1.66,52,29,15
High,2.23,264,8.15,62,250,6
High,0.18,26,6.33,52,136,4
High,1.4,86,9.8,93,280,32
Medium,3.74,346,7.27,96,226,40
Medium,3.35,375,12.3,91,265,23
Low,0.3,54,0.54,27,68,
High,2.71,227,7.45,53,89,20
Low,2.37,244,10.56,89,190,37
Medium,3.35,175,10.71,86,,25
High,1.08,161,9.26,25,42,15
High,3.68,181,5.44,21,300,35
Low,3.92,178,11.09,81,214,22
Medium,0.42,38,13.89,32,12,9
Medium,1.66,123,3.69,33,183,
Medium,3.23,382,1.87,77,341,22
High,1.58,318,4.59,70,296,38
High,1.37,141,11.29,59,99,21
Medium,1.56,296,9.65,86,310,37
Medium,1.32,317,2.04,95,240,29
Medium,1.18,365,5.84,65,33,38
Medium,0.79,60,5.64,59,42,6
Medium,1.33,124,2.1,16,271,25
High,2.27,57,5.01,37,142,30
,1.43,393,5.6,91,257,30
,3.02,383,7.57,94,221,29
Medium,3.08,271,10.66,89,323,38
High,1.43,221,0.66,85,60,34
High,3.81,278,1.2,74,293,25
Medium,2.14,16,14.14,81,297,37
High,1.84,35,2.81,59,13,19
Medium,1.54,265,6.74,71,336,30
Low,1.2,221,4.89,56,201,26
Medium,3.38,340,6.62,61,195,32
High,1.8,2,9.73,75,323,36
High,0.61,210,9.63,56,234,24
Low,0.31,222,14.69,92,341,36
Medium,0.39,149,5.53,29,58,23
Medium,1.46,114,5.53,26,88,-10
Low,,394,5.39,52,102,4
High,1.2,174,6.16,24,274,23
Low,3.9,59,2.86,84,335,34
High,1.27,223,6.2,99,230,22
,1.72,9,1.1,43,99,21
Low,0.48,134,3.53,69,157,-6
Medium,0.9,159,0.5,31,174,6
Low,2.42,221,9.01,62,212,16
High,0.75,191,6.33,57,333,15
Medium,1.09,170,4.46,94,158,-6
Low,0.36,75,10.3,71,122,5
High,0.16,172,5.23,31,44,8
Medium,0.46,275,4.91,45,196,24
Low,1.01,27,5.3,45,164,21
Low,0.61,131,6.28,50,174,25
Medium,1.35,117,7.77,76,216,38
,1.31,199,3.77,30,135,3
Medium,3.76,67,2,39,183,2
High,2.1,49,13.67,100,244,25
Medium,0.36,11,7.06,41,,-2
High,3.67,382,14.83,62,29,24
Low,0.47,72,2.98,42,82,-7
Medium,2.17,310,5.8,71,311,35
High,2.31,308,6.04,67,235,40
High,1.46,195,12.43,79,176,
Medium,1.13,384,0.4,19,100,2
Low,0.06,188,4.05,19,63,16
High,3.07,53,10.4,74,313,29
Medium,,60,5.73,59,107,38
Low,1.26,343,5.34,15,338,11
Medium,1.71,349,4.77,32,160,11
Low,1.49,369,0.98,71,275,38
Low,1.95,21,4.85,17,83,20
Low,,377,6,53,74,-7
High,3.69,294,9.96,50,8,31
Low,0.63,327,4.75,19,38,12
,0.46,173,3.24,54,153,-10
Low,2.85,396,6.29,60,41,32
High,0.6,150,1.11,50,136,13
Medium,0.54,128,6.75,44,32,39
High,1.64,185,10.76,73,57,29
High,2.62,126,3.47,62,277,39
Medium,1.67,253,6.37,62,,37
High,1.05,183,3.95,43,195,18
High,0.94,154,4.32,24,341,22
Low,1.26,25,5.75,25,335,-5
Medium,1.56,60,3.8,48,70,33
Low,0.41,23,1.91,50,59,-2
Medium,1.49,100,4.76,49,57,-9
Medium,2.18,379,8.39,57,295,32
Medium,1.08,273,7.45,41,91,-9
High,0.59,272,6.46,80,206,38
Medium,2.11,49,5.53,91,260,30
Medium,0.33,7,6.87,51,93,2
Medium,0.04,66,7.3,59,172,-2
Low,1.03,160,7.41,38,156,16
High,1.35,136,2.34,18,312,19
High,1.89,376,13.5,87,214,21
Low,0.53,42,1.46,27,196,12
Low,3.87,306,14.06,73,260,33
High,0.72,360,0.18,27,57,-5
High,3.49,239,7.99,68,257,36
Low,2.6,345,7.82,87,352,27
Medium,3.48,265,14.01,55,309,27
High,0.28,167,1.8,48,65,21
Medium,2,165,6.89,16,137,-1
High,1.76,125,6.52,88,197,34
High,0.2,162,0.45,33,135,-4
High,2.11,74,7.94,,199,34
High,2.71,327,9.49,76,,21
Low,1.33,179,14.44,66,106,34
High,2.79,355,5.84,54,105,23
Medium,1.99,191,12.94,,102,2
Low,,188,10.59,54,216,24
High,1.03,380,14.88,72,202,-2
Medium,0.03,42,6.4,20,71,5
Low,1.23,96,0.84,19,72,7
High,2.61,306,10.1,60,339,38
High,0.44,8,0.06,59,255,-2
Medium,1.1,34,6.42,34,186,0
Low,1.64,101,14.4,88,,27
High,1.61,193,4.1,36,57,10
Low,2.69,156,5.91,56,250,21
High,2.17,362,8.43,68,255,33
Medium,1.07,168,13.92,55,9,13
Medium,1.87,142,11.76,72,249,38
Medium,3.01,314,12.78,67,337,23
Medium,1.14,154,5.82,30,171,16
Medium,1.78,4,6.9,30,80,-4
Low,3.22,191,12.65,73,203,37
Low,0.87,120,5.04,24,116,18
Medium,1.74,38,7.11,68,39,11
High,3.82,43,4.59,66,185,12
High,0.47,380,10.93,46,88,26
Medium,1.61,210,0.61,59,265,24
High,,52,7.01,86,354,30
Medium,4,381,7.83,67,189,25
Medium,0.19,306,7.78,83,192,33
Low,0.87,93,1.84,45,158,24
Low,1.35,400,7.37,99,232,36
High,3.81,381,0.55,79,103,37
Low,2.78,333,7.71,93,324,31
High,2.82,162,10.13,54,180,24
Low,3,254,1.08,94,213,33
Medium,1.23,63,6.46,61,356,20
Low,1.69,20,0.57,21,13,22
,0.87,115,0.37,30,135,7
Low,0.22,115,10.3,64,341,30
Low,0.75,51,3.89,26,80,16
Medium,1.07,149,11.99,37,172,-4
Medium,3.14,182,10.61,37,75,-5
Medium,1.4,262,5.56,15,112,-4
Medium,1.48,189,1.23,59,324,-9
High,3.79,92,5.81,80,188,32
